Player Name,Rating,Profile Link
"Tangri, Viraj",253,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=178852
"Thein, Myo",324,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=161662
"Therriault, James",2275,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=64097
"Thirumala, Raghu",1879,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=156219
"Tilloo, Vedant",1565,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=159055
"Tong, Xiaoyu",1386,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=171683
"Tsai, Teddy",1280,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=168771
"Vaidyanathan, Ramanathan",468,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=184175
"Vyas, Zia",285,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=170218
"Walia, Aarav",108,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=188055
"Wang, Dylan",1157,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=181689
"Wang, Eason",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=190591
"Wang, Ellie",163,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=180506
"Wang, Henry",1800,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=83566
"Wang, Hubert",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=190593
"Wang, Jonathan",1746,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=165338
"Wang, Michael",1631,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=126471
"Wang, Wei",2642,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=163794
"Wang, Xunwen",328,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=180241
"Wang Lee, Tim",1441,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=108763
"Wani, Sara",943,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=174048
"Xia, Michael",1413,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=166536
"Xin, Brian",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=182978
"Xu, Andrew",809,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=187071
"Xu, Rhoy",2009,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=158767
"Xu, Youli",1709,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=170984
"Xu, Youqing",1680,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=170985
"Yan, Lingxiao",2497,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=171673
"Yang, Aaron",140,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=180617
"Yang, Alex",253,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=179340
"Yang, Jie",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=180420
"Yang, Mile",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=188044
"Yang, Olivia",1685,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=170802
"Yang, Sophia",1567,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=170686
"Yang, William",146,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=186855
"Yuen, Enzo",1587,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=174295
"Zhang, Cyndi (xuxin)",1364,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=90866
"Zhang, Joe",2207,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=128944
"Zhang, Sierra",291,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=182678
"Zhang, Yuanlei",1489,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=148790
"Zhao, Serena",181,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=182936
"Zhou, Ella",1847,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=154793
"Zhu, Jimmy",2260,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=162870
